20081216115611AABL5VF	Entertainment & Music;Music;Other - Music	Sapete scrivermi questa canzone?	nonla traduzione, ma le parole:   Great DJ - The Ting Tings   grazie in anticipo...
20090220014306AAJChaI	Entertainment & Music;Movies	Donnie Darko questions? (people who have seen the movie)?	ok i completely did not understand donnie darko!!! ok here are the things i dont get AT ALL:   who was the dude in the bunny suit?    why didn't the rabbit person have the bloody eye wen he ran over gretchen?   why couldn't anyone else see the rabbit when it was with donnie?   what was the point of the rabbit coming to see donnie anyways?   what was with the fat girl running away from donnie when he said that one day everyone would be nice to her and whatever and why did she have the earmuffs all the time and that book with donnie darko written on it?   why did the english teacher have cellar door on the wall coz it was connected with the while thingy?   why were the 2 dudes in the cellar of that house?   and why did he put "they made me do it" in front of the water fountian? i mean there was 1 rabbit not 2 anway      thanks to whoever answers and 10 points to the person who answers them all (lol correctly :-D )   thanks so much!!!!
20090203121703AAga5Sg	Entertainment & Music;Polls & Surveys	Anyone Like Our Snowman ?!?	 http://s223.photobucket.com/albums/dd73/...    My face looked a bit messed, so i scribbled it out :)
20090220025141AAmecrD	Entertainment & Music;Celebrities	Who else here has Mileyosis besides me?	N/A
20090220024545AAmwfnE	Entertainment & Music;Polls & Surveys	If Google is my friend, then what is Yahoo!?	N/A
20090203120333AAFZ1Sv	Entertainment & Music;Music;Rap and Hip-Hop	Kottonmouth Kings are coming to town, should I go.?	Kottonmouth Kings are coming to Fargo north Dakota and they are playing at the HUB. Should I go to their show?
20090203122243AAHCcMI	Entertainment & Music;Music;Classical	4 musical note questions - any musicians out there?	1. What is the lowest note that a musical instrument can play?      Example Answer: D flat, 4 octaves BELOW piano middle C.      2. What instrument(s) can play that low note?      3. What is the highest note that a musical instrument can play?      Example Answer: C sharp, 4 octaves ABOVE piano middle C.      4. What instrument(s) can play that high note?
20090220023153AAd8p4A	Entertainment & Music;Celebrities	Any way to contact Jade Goody? I have an idea to give her that will save her from cancer.?	I'm a medical student and I know that macrobiotic diets have been shown to reduce cancer risks and though it was never financially viable to do test trials many people testify that this brings cancer into remission.    I'd like to help the poor woman.
20090203121150AAQZWyb	Entertainment & Music;Polls & Surveys	What was the first ever rap metal song is it anthrax and public enemy or aerosmith and run dmc?	N/A
20090203121959AAmxe4U	Entertainment & Music;Comics & Animation	Witch Hunter Robin any good?	Im thinking of wathcing witch hunter robin. I like anime like naruto, death note, bleach and blood+.
20090203121724AAzdZXe	Entertainment & Music;Polls & Surveys	Don't you get tired of certain people on here who uses this place for the purpose of having drama starting->?	Fights  harass others & to spread rumors? Are some people's lives that shallow & sad?
20090203120506AA6KlfM	Entertainment & Music;Music;Country	Country Fans....Can You Name This "Working" Song?? From These Clues???    1?	***TITLE AND ARTIST***     1) This Artist has got a "degree" from Driving a Nail, to Driving A truck!!  But when the dust settles, there are no cheering crowds or trophies  (but if it works or it runs, you can be damned proud)       2) This Artist has 9 kids and a Wife!!!  (whew)  He keeps his nose to the Grindstone, although he gets tired on the weekends!!  (sometimes he thinks about leaving, and doing a little bumming around)
20090203121024AAIWdbX	Entertainment & Music;Horoscopes	What is a good sight for?	whats a good vedic birthchart compatibility sight? something free of course. :) thx
20090220023100AAv7ZgR	Entertainment & Music;Horoscopes	Do you think this is for better or for worst?	Hi, im a capricorn   lately ive been real picky about people that i hang out with   im getting more superficial, i think im becoming the thing i hated most   just lost 2 potential good friends because of this      wouldnt care if i really like them that much but as long as i look good with them in public. i know what im doing, im not being plastic about it, kinda using them for my own sake coz i just think its necessary, but im still real and i still act as myself      do you think im a bad person?
20090203122105AA9tYFx	Entertainment & Music;Television;Talk Shows	Talk show report,help?	Have there been any good talk show episodes in the past week? got to write a paper on a recent talk show and what not. for speech class. help
20090220015857AAVCtaT	Entertainment & Music;Music;Rock and Pop	'Tonights The Night' or 'Rust Never Sleeps'?	N/A
20090220024336AABI1e8	Entertainment & Music;Television;Drama	I missed grey's anatomy last night on sky is it repeated at all?	I missed it as my sky failed and am gutted please tell me the episode is repeated somewhere on sky?
20090219204738AA9JKyP	Entertainment & Music;Celebrities	Have you seen Rihanna's face after the incident ?	 http://dlisted.com/node/30803 
20090220012218AAdLGQr	Entertainment & Music;Jokes & Riddles	Womens Logic, or not?	Jenny was trying to sell her old car. She was having a lot of problems selling it, because the car had 150,000 miles on the clock.   One day, she told her problem to Jerry. He said, "There is a way to make the car easier to sell, but it's not legal." "That doesn't matter," replied Jenny, "if only I can sell the car."   "Okay," said Jerry. "Here is the address of a friend of mine. He owns a car repair shop. Tell him I sent you and he will turn the counter in your car back to 25,000 miles. Then it shouldn't be a problem selling it."   The following weekend, Jenny made the trip to the mechanic.   About one month after that, Jerry asked Jenny, "Did you sell your car" "No," replied Jenny, "Why would I want to sell it?  It only has 25,000 miles on the clock."
20090220012002AA5NqXF	Entertainment & Music;Jokes & Riddles	Quick .... before it starts?	A man came home from work, sat down in his favourite chair, turned on the TV, and said to his wife,   "Quick, bring me a beer before it starts,"   She looked a little puzzled, but brought him a beer.   When he finished it, he said, "Quick, bring me another beer. It's going to start,"   This time she looked a little angry, but brought him a beer.   When it was gone, he said, "Quick, another beer before it starts,"   That's it!" She blows her top, "You b*stard! You waltz in! here, flop your fat *** down, don't even say hello to me and then expect me to run around like your slave. Don't you realize that I cook and clean and wash and iron all day long?"   The husband sighed............. "Oh hell, it's started"
20090220011649AAIlggn	Entertainment & Music;Music;Other - Music	Advice from any karaoke comperes reading this?	Gen advice sought about doing a compere karaoke /mobile disco, I wonder if anyone does it ,what are the good and bad points of the job?
20090220011216AAEPuXB	Entertainment & Music;Music;Rock and Pop	Has anyone seen PINK perform LIVE?	curious to know what PINK is like in concerts, as am going to see her in April and have only seen televised footage of a gig ,can anyone tell me what atmosphere to expect from her stageshow ? Thanks in advance !
20090220010833AArkgMk	Entertainment & Music;Music;Rock and Pop	Are Snow Patrol good when playing 'live'?	Got tickets and going to see them in a couple of days just wonder what the atmosphere will be like, and ask if anyone's been to their gigs previously how do  you rate them live? Thanks.
20090220014024AAw4qVs	Entertainment & Music;Music;Singing	Dilemma: if you knew an over ambitious singer who is tone deaf?	If you knew someone their voice is rubbish and they seem to enjoy the sound of their own strangled cat voice and sing songs then place the demos onto webpages and ask for constructive criticism and people have said 'what a horrible crap tune' and 'poor voice' etc,  themselves, they say ' I don't care I will carry on singing as I enjoy it' , how could you cure the delusional person or would you smile and say well done? lol
20090220023016AABN4S9	Entertainment & Music;Music;Lyrics	Lyrics to a colin munroe song?	can anybody tell me the lyrics to colin munroe ft young buck-im fine    thnx
20090203122215AAlzQJ2	Entertainment & Music;Polls & Surveys	Poll:  Where did I get my curly hair from?  My Scottish side of the family, my Irish side or LeRoy?	N/A
20090220022926AAUi6no	Entertainment & Music;Polls & Surveys	Brits who have been to the US or Canada; is it possible to go there and not encounter another Brit?	whereas on the Continent, Australia, South Africa, and many other places it's impossible not to encounter another Brit after being there a day or two, is it the same in North America?
20090220025155AAfQa5S	Entertainment & Music;Music;Other - Music	Remember 45's? No, I didn't think so..think you know yer B- sides?	for ten pts. give me the famous A sides of these classic 45's....      Lime St. Blues --Procol Harum   SWLABR - Cream   Lady Jane - Rolling Stones   Come On Now - The Kinks   The Under Asst. West Coast Promo Man - Rolling Stones   The Inner Light - Beatles
20090203115945AAbbUhr	Entertainment & Music;Polls & Surveys	Do you agree with this?	"If a man lies with a man as one woud lie with a woman, then they have both done what is detestable. They must be put to death."   - Leviticus 20:13
20090220015418AAc3jvK	Entertainment & Music;Movies	When do the Oscar awards start?	N/A
20090203120817AAQcmSb	Entertainment & Music;Horoscopes	Who goes best with a gemini?	does gemiini go best with sagittarious or aquarius? or libra??   i want to know what you guys think if you are one of these signs and have a gemini friend, or if you are a gemini and have these signs as friends who do you get along with the best???    only pick one      and dont post the compatibility thing off this is what you think.   thanks:D
20090220022425AArWyuf	Entertainment & Music;Polls & Surveys	Is the internet getting too invasive?	I thing facebook is a big one because it tells you almost everything that ur friends are doing on the site, and now in hotmail it tells you what friends are doing on msn, including snippets of conversations! I think it's wrong.
20090220024050AAlOK6F	Entertainment & Music;Polls & Surveys	What would you do with ten purple monkeys?	so what would you do?
20090220012531AAxcJod	Entertainment & Music;Jokes & Riddles	Is this one funny  yes or no?	guy walks into a pharmacy and says to the pharmacist,       "Listen, I have three girls coming over tonight. I've never had three girls at once,and I need something to keep me horny.. keep me potent."       The pharmacist reaches under the counter, unlocks the bottom drawer and takes out a small cardboard box marked with a label "Viagra Extra Strength" and says,       "Here, if you eat this, you'll go nuts for twelve hours."       The guy says, "Gimme three boxes."       The next day the guy walks into the same pharmacy goes up to the pharmacist and pulls down his pants.The pharmacist looks in horror as he notices the man's penis is black and blue, and the skin is hanging off in some places. The man says,       "Gimme a bottle of Deep Heat."       The pharmacist replies,      "You're not going to put Deep Heat on that are you?"       The man says,       "No, it's for my writs the girls didn't show up.
20090220003353AAVyeYF	Entertainment & Music;Movies	What is the Theme of the Block Buster movie," The Day after tommorow"?	N/A
20090220023743AACAeZV	Entertainment & Music;Music;Other - Music	What would be a good song....?	I need a song a jazz/modern dance solo.      I have considered:   Hot Summer- Rhys   Everybody's Free- Global Deejays feat. Rozalla   Get Shaky- The Ian Carey Project   Stuttering- Mario   Cry For You- September   Four Minutes- Madonna feat. Justin Timberlake      It doens't matter if you don't know anything about dance, it would be nice if you could suggest some songs like these that I might like. Also 'different' sort of songs would be good too!         Thanks!  :)
20090220025201AAXD9sJ	Entertainment & Music;Polls & Surveys	Do you know the difference between HAHAHA and HEHEHE?	do ya?
20090220024124AAEi7sF	Entertainment & Music;Polls & Surveys	Is an intellectual someone who has found?	something more interesting than sex?
20090220015252AAFUvaG	Entertainment & Music;Music;Lyrics	Tell me the name of this song?	the song lyrics are "and i say hmmmhmmm" its not worlds greatest
20090203120351AADsLiy	Entertainment & Music;Movies	Are there any sites where you can watch movies for free? No Downloads or viruses?	Well, I want to watch Twilight, I'm looking for a site where you can. Without downloads or with viruses. I've lost my computer 4 times to a virus, and i'm trying to be careful this time. Thanks.
20090203121816AAgcbYH	Entertainment & Music;Polls & Surveys	To the girls- what's your favourite scent on a guy and what do you like about it?	please give a round about age with your reply cause there are mature colognes like polo double black or there are ones aimed at  teens and younger people like diesel green and joop.      * your answer doesn't have to be a Cologne
20090220021523AA8Xyea	Entertainment & Music;Celebrities	Today is Rihanna's birthday! She's 21 now?	Don't you just feel bad for her? It's her birthday and all this is going on.
20090220024945AAPakCb	Entertainment & Music;Polls & Surveys	When was the last time you cried......?	[ Well....   I last cried on christmas day.   My brother was being REALLY mean lol. I Think i overreacted :P   I never cry at things like that. ]
20090219230728AAIicNV	Entertainment & Music;Movies	I didn't get the movie 'The Strangers'?	It seemed to deep to be just total strangers.      I found it boring but am I missing something      Thanks, its just I hate movies I dont get.
20090220021640AA0hoGC	Entertainment & Music;Television;Drama	Can someone tell me EVERYTHING in detail of what happened in the last series of Heroes?	I dident get a chance to watch it when it was on BBC 2, so could you give me detail so that I can watch the next series please?
20090220022908AASe7oi	Entertainment & Music;Polls & Surveys	Grimsby fishing industry?	is it based in Grimsby to cover up the smell of the women?
20090220024720AAzv6my	Entertainment & Music;Polls & Surveys	Marmite or tripe.........................…	which of these is a marital aid in lancashire?
20090220021232AABpWX6	Entertainment & Music;Music;Singing	What shall i call my solo artist project?	Im trying to do something a bit different.  My band is currently defunct due to people going to uni and things like that, and rather than joining a band with people i didnt know ive decided to start up my own little solo project where i can be free and do what i like.      The type of music im playing will be basically all type of rock, but with just bass, guitar and vocals (yep, no drums, because i dont play drums).  Im only really going to be an internet artist at first, i dont really have high hopes for the project, im doing it for fun.      So, basically im going to be a solo artist that plays electric guitar rather than acoustic, what do you think i should call myself?   I want something light harted and silly.   The only ones i've come up with that i vagelly like are;   "Potwash Sue", "Psychotic Wooden Fist" and "Hillbilly Ninja".   Any suggestions of names would be nice please.   The one with the best suggestions gets the 10 points, especially if i decide to use the name.
20090203120521AAzRsYT	Entertainment & Music;Polls & Surveys	If I were to meet you in person, why would I NOT like you?	N/A
20090220024709AAGP6mY	Entertainment & Music;Polls & Surveys	What would happen if the future generation will born with a tail?	then we don't need to spend a lot of time on just thinking about whether she/he likes me or not.it's my answer   what about urs?
20090203121302AAsFGwt	Entertainment & Music;Music;Rock and Pop	Why did Jonothan Davis -?	In the Untitled CD booklet he wrote at the end Hail Satan,this only means one thng he's a satanist hey?And after that one of the other band members wrote biblle verses?Why is this
20090220024946AALl9O3	Entertainment & Music;Polls & Surveys	What was in the last box you opened?	N/A
20090220021939AAyhS5U	Entertainment & Music;Movies	Crash (2004) Matt Dillon/Sandra Bulloch...What Genre would you head the film in?	N/A
20090220024608AAl0R9p	Entertainment & Music;Polls & Surveys	Survey: Who was the last person you received a text from?	N/A
20090220024549AAAeF1y	Entertainment & Music;Music;Classical	Piano piece recommendation?	I want to know some really hard songs suitable for a Grade 8 but my fingers are bit short so the songs shouldn't go over an octave. Any good classical songs?
20090220021839AAnoVfI	Entertainment & Music;Polls & Surveys	If you could charge by the hour...?	...for the one thing that you're really good at - would there be a lucrative market for you?      ...if you need this explained don't answer it!!
20090220024719AAdoURu	Entertainment & Music;Polls & Surveys	We all have buttons but how many do you have that are classified as dangerous?	N/A
20090220024554AADAclD	Entertainment & Music;Polls & Surveys	Hard survey: Whats the biggest mistake you have done in your life - or a least one of them?	Oh God let me think..
20090220011934AAanD9q	Entertainment & Music;Television;Reality Television	The Biggest Loser...Is Nathan a prat?	Does anyone else think Nathan from the current series of The Biggest Loser Australia is a complete tosser?   That man is so arrogant!
20090219225822AArQ9q3	Entertainment & Music;Music;Other - Music	The song "Tears of a rapper" by Flight Of The Conchords..?	Which btw I think is their best one yet. :)      But the chorus "I'm crying tears of a rapper" sounds really really familiar to me but I can't work out if its another song. Does anyone know of a song with the lyrics "I'm crying tears of a..." in that tune?      Cheeeeers x
20090220024212AAwstHz	Entertainment & Music;Polls & Surveys	Survey:How old were you when you got your FIRST computer?	Me: i was five :),.. but i didnt care for the internet then.. i just used it for games..
20090203120046AArxyY3	Entertainment & Music;Other - Entertainment	What do you do for fun on the weekends?	I surf
20090220011348AADB4mS	Entertainment & Music;Magazines	Is it true bliss magazine are giving away 35 free habbo credits? (UK)?	Someone told me that the English Bliss magazine was giving away 35 free credits for habbohotel.co.uk.... is this true? i cant go out and look because i have a bad cold and im banished from going outside :(   my half term sucks.
20090220020606AATgqWu	Entertainment & Music;Music;Lyrics	Has anyone seen The Doors perform Roadhouse Blues -Live?	For one awesome- I'm jealous, but I was wondering in the middle of the song :   Roll, Roll, Roll, ya gotta thrill my soul you gotta keepa- then he goes into gibberish/skat.     Does he sing the same 'gibberish' live that he does on studio versions?   Or am I totally missing the lyrics in that?
20090220024103AAJ0i9L	Entertainment & Music;Music;Other - Music	Whats this song? [Its in 90210]?	Its in the 2nd episode when they put pigs in the school..      its starts at 3:25  http://www.youtube.com/watch?v=APKq1ff9i... 
20090220023504AAhajQt	Entertainment & Music;Movies	Short film about a train journey, HELP?	Can anyone tell me the title of a short film, quite an old one now I think. It's essentially just the journey of a train, as seen from the front of the train, sped up drastically and with, I think, flute music.   cheers
20090220021526AA6Surc	Entertainment & Music;Celebrities	Do you hate Kelly Clarkson?	N/A
20090203122411AAjsZaA	Entertainment & Music;Music;Rap and Hip-Hop	In the song Tearz by Wu-Tang Clan, is the verse about The RZA's lilttle brother getting shot true?	If it is, please tell me about it! Thank you!
20090220005429AApUwPI	Entertainment & Music;Movies	In the Valley of Elah - what did you think of it?	I watched it last night on DVD.  Great performance by Tommy and Charlize.  Good thriller marred by a very weak ending (no real reason for the guy stabbing his buddy 42 times). How about you?
20090203122023AA5jQ3V	Entertainment & Music;Horoscopes	Do you think aries are naturally rude people?	I am an Aries and I believe I am misunderstood.  Yes I do speak my mind, get right to the point, and I  don't take no BS, but I will give anybody the shirt off my back, its just that when someone  crosses me I blow up!!        Now whats wrong with that?      In my opinion those Aquarius are the nut jobs not the aries??      (please don't get up set if you're a Aquarius)
20090220015153AAld4nk	Entertainment & Music;Television;Other - Television	I was watching a documentary last night about the passenger plane that had to crash land in the Hudson River a?	few weeks ago.  It had to be landed in such a precise way to stop the possibility of it breaking up on impact.  I know it's their job and they are very highly trained to deal with this type of situation, but will the crew of the plane (especially the Captain) be receiving any special commendations
20090203122327AAM1iNp	Entertainment & Music;Television;Drama	Lost: What's happening to Charlotte?	At the end of the latest episode, Charlotte passed out with blood streaming down her face.      Obviously the time travel is having a serious effect on her.      But what is this effect?   And what is it happening to her?      Your thoughts?
20090203121815AA6iDcb	Entertainment & Music;Movies	Do you hate it how Lamb of god adds dvds and such to to their cds to jack up the price?	i.e. the making of sacrament, the option to edit sacrament, the ashes dvd and cd disc, and now the wrath option of cd or cd and dvd
20090203121951AAMqXtK	Entertainment & Music;Celebrities	The best entertainment news site with an RSS feed?	That contains the latest on celebrities, artists, and all their drama!...LOL      It must have an RSS feed.      Thanks
20090220020008AALK0Eu	Entertainment & Music;Celebrities	Coldplay, Paramore, VarsityFanClub, Miley Cyrus, or Rihanna.?	Coldplay, Paramore, VarsityFanClub, Miley Cyrus, or Rihanna.?   Which band/singer is your favourite out of them?      Also,      If Your a girl, whos the best looking out of   Zac Efron <3 Or Rob Pattinson<3 ?      thankyou xo.
20090203121148AAhsO0j	Entertainment & Music;Television;Comedy	I live in Calgary, where can I find 3D glasses?	I want to watch Chuck in 3D but I don't know where to find 3D glasses. Preferrably in downtown.
20090220014706AA4F0ua	Entertainment & Music;Jokes & Riddles	Easy points!!!!!!!!!!!!!!!!!!!!!!!!…	When did you fall in love?
20090220022502AAX1ucI	Entertainment & Music;Jokes & Riddles	A boy was out shopping ( rude )?	and got separated from his mother. he went to the security guard in tesco and said he was lost. whats she like asked the security guard. big d**ks and vodka replied the boy..........
20090220005858AAV6rYt	Entertainment & Music;Music;R&B & Soul	HELP WITH A SONG ???????	anyone know a song similar to india arie - i am ready for love   ?   nice slow song lots of instrumentals, thanks
20090220020400AAzEopW	Entertainment & Music;Music;Rock and Pop	Wacken Open Air Festival?	Has anyone attended?  I want to attend this year, since I'm stationed in Germany right now, but tickets are sooo expensive.
20090220011822AAu34e9	Entertainment & Music;Music;Other - Music	Some good music? I love Taylor Swift (all her songs), Bella's Lullaby, Dixie Chicks...?	Anything, I really love inspirational, deep music, especially about love!
20090220022113AAVftGl	Entertainment & Music;Polls & Surveys	What is the funniest thing you've ever seen?	N/A
20090220012931AAiOqkf	Entertainment & Music;Celebrities	Whatever happened to those racist twins louis theroux met?	Amybody remember them? Felt sorry for them, their mother was completely insane.      Are they still all as crazy as they were?
20090220023401AA43hN4	Entertainment & Music;Music;Other - Music	Disturbed and slipknot?	Is there any songs wheere disturbed and slipknot sing together, or anything like thast ,and godsmack?
20090220011943AAf2vwH	Entertainment & Music;Movies	What was the weirdest/funniest/craziest thing that happened to you while watching a movie in the theater?	N/A
20090220023814AApVGtf	Entertainment & Music;Television;Other - Television	Does Fearne Britton still present This Morning because she's never on?	I rarely see Philip Schofield either.   I thought they were supposed to be the 'face' of This Morning?
20090220015048AA4XCtb	Entertainment & Music;Music;Other - Music	What is the theme tune to t4 on the beach called?	it was also featured on the inbetweeners
20090220013507AALHDf6	Entertainment & Music;Movies	Total zombie apocalypse?	if there was a zombie apocalypse and all humans were to become infected what would happen to the zombies?
20090203120406AAKmSPd	Entertainment & Music;Music;Rock and Pop	Papa Roach?                                                 ?	 http://uk.youtube.com/watch?v=B03y5yTmJn...       scars - papa roach         What is this song about?
20090220013805AA8oUvM	Entertainment & Music;Celebrities	What are your thoughts on this photo of Rihanna?	 http://www.tmz.com/2009/02/19/rihanna-ph...       At first I was skeptical about how "serious" the fight was but this picture has totally shocked me. I can't believe that he would do this to her, Chris Brown is such an @$$hole for doing that. It broke my heart to see this picture being that I am a huge fan of Rihanna. It's probably very upsetting to her that this photo was leaked....but at least we all have an understanding of why domestic violence is so....wrong and devastating.
20090203120822AAZxyu1	Entertainment & Music;Television;Drama	Does anyone remember shooting gallery on channel 4?	was wondering if anyone remered the late night short films they used to show on channel 4 and where i can see them again.
20090203120640AAKmSva	Entertainment & Music;Movies	The problem with Disney Actors?	Everyone seems to hate disney actors from doing anything other than disney films. I heard recently that Vanessa Hudgens auditioned to be Leah Clearwater for New Moon but Leah wasn't going to be introduced until the 3rd film etc. As much as I do not like Vanessa Hudgens, I cannot see why people can't give disney actors a chance to audition for other things besides high school musical. I can't exactly imagine Ashley Tisdale running around in a pink tutu when she's 33 can anyone else? If they want to get serious parts then they have to audition and I feel bad that everyone's putting them down, I feel sorry for some of them because a couple of them ARE actually talented despite what people say. Why won't people give them a chance?
20090220022442AAIxtNl	Entertainment & Music;Jokes & Riddles	Answer with another Joke please :)?	1# she male is man to female transition, if it's female to male she would call her self Meshale (Mechelle) :P      2# Two stoned guys arguing about the Street Lamp one saying it's the sun the other say it's the moon, a third guy passes and they asked him, he said " sorry I am not from around here "      3# Sean Connery was Driving in his convertible and all of a sudden a sock comes flying to his face, he was very startled that he almost hit a tree.. he stopped picked the sock and said " What a shock !? "      4# a monkey escaped from the zoo, it wanted to start over.. he got in the Monkey Business      5# Do you know John Long ?   he's Jhon short's brother, Do you know how tall he is ?   Taller than his brother, Do you know where he lives?   yep, he moved from his brother's a year ago !  ( Lame Huh ?)      6# what do you call the Toilet site on the internet ?   IP address!!      7# A fool is reading the obituaries in the news paper, he was so delved in, his friend asks why is he so interested the fool said " I want to check if my name is there !"      8# Jack is so well manered that whenever he opens the frig, he knocks first !      9# 3 crazy people in the hospital, 2 are dancing and jumping around and the 3rd is sitting calmly smiling, the doctor thought he was cured at last, so he asked what's going on, the guys said " they are dancing in a wedding party" the doctor said and you aren't because you are sane right ?"   the guy said " no silly, I am the bride !! "      10# a guy named Awesome married a girl named Excellent they had a baby they named it Wow !!      I hope at least I made someone smile !!
20090220020938AAU93yP	Entertainment & Music;Jokes & Riddles	Do you lick the lid?	yoghurt, ice cream doesn't matter what kind of lid do you lick em? :-q X
20090220020518AATlBqZ	Entertainment & Music;Music;Rock and Pop	What are some good bands like Linkin Park?	I love Linkin Park, but you can't keep listening to the same band constanly. Any suggestions? No pop bands either... Thanks! XD
20090220024102AA4I9b2	Entertainment & Music;Comics & Animation	Any Hajime no Ippo fans?	I'm just wondering what anybody else thinks about this current story line with Miyata fighting Randy Boy. I give Miyata a lot of respect for his guts but to tell you the truth he has always irritated me and I want him to lose. He is so block headed and i'm tired of hiim being told time and again that his style is flawed. Thats why Sendo almost put him down in that spar. I want Miyata to lose especially since Ippo plans to fight Randy Boy if he does.
20090220012913AAIuQnZ	Entertainment & Music;Horoscopes	What does n. node in aquarius mean?	my sun is in taurus, and i'm curious as to how the aquarius n.node interprets into my life.
20090220020454AAWuN6F	Entertainment & Music;Television;Other - Television	How are tv viewer ratings judged and by who?	How do they determine exactly how many viewers a show gets, like "14.4 million viewers tuned in to watch wallace and gromit at christmas." How do they know exactly, how many people are watching each tv set and for how long must they tune in for for them to count as a viewer, or is it counted per tv set as 1 viewer, or an average and who or which company must count?
20090220023727AAnSDqI	Entertainment & Music;Polls & Surveys	Do you focus on the bigger picture or notice the small details?	N/A
20090203121343AAGUwpV	Entertainment & Music;Television;Drama	Wild at heart tv series intro song?	what is the Wild at heart tv series intro song called    thanks
20090220012746AAVSi5W	Entertainment & Music;Movies	Queer as Folk complete series DVD, for those who bought it through the internet?	Hello all   I read some review about Queer as Folk complete series box-set from many shopping websites, customers say that when they get their box-set they find that the dvds are all loose and they get out of their place which does lots of scratches on them the the dvds don't work any more. So is that right? For those who bought it online please answers   One more question, if I bought it from amazon, will the shipping box have the " AIR BAGS " that protects the box-set or is that only applicable for more sensitive items?
20090219230624AAerYl8	Entertainment & Music;Movies	What do you think are the pros and cons of nick's new movie spectacular?	obviously it isn't perfect but i liked it,   pros:nolan funk is hot!   nolan can sing   songs are great   a little romance is cute      cons:unfortunately, its similar to hsm   sometimes the acting was a little off   some of the characters got on my nerves like nikko's ex, his...roomie (whoever he was), that klutzy girl in the showchoir, tammi [victoria justice] and her traitor bf
20090220005604AAm9M30	Entertainment & Music;Music;Singing	PLEASE.. I need some good songs to sing at a school concert!!.. please.. ?	We gonna be like 10 girls singing..       so please i need some songs to choose from.. ?
20090220013046AAGhNby	Entertainment & Music;Music;Singing	Please.. we need some good songs to sing in our school concert.. ?	We gonna be like 10 girls singing..       so please i need some songs to choose from.. ?   and plus we're all leaving next year.. we're all going o different schools..       we were thinking of.. the graduation song.. by vitamin c       but i wanted saomething else.... any ideas ???
20090220013104AAYRS9L	Entertainment & Music;Music;Other - Music	Whats the name of the theme song from red dead revolver?	N/A
20090220010754AAsYHSu	Entertainment & Music;Music;Other - Music	What is wrong with music these days?	it doesnt make sense anymore. for example, Lil Wayne, considered by many to be the best rapper alive wrote this in his hit song "A Milli":   A Millionaire,    I'm a Young Money Millie in aire, tougher than Nigerian hair,    My criteria compared to your career just isn't fair,    I'm a venereal disease like a menstrual bleed...    Threw the pencil and leak on the sheet of the tablet in my mind,    Cause I don't write **** cause I ain't got time,    Cause my seconds, minutes, hours go to the al mighty dollar,    And the al mighty power of that ch, ch, ch, ch chopper    Sister, Brother, Son, Daughter, Father motha **** a copper,    Got da maserati dancin on the bridge trunk poppin,    Tell the coppers... hahahaha you can't catch em, you can't stop em,    I go by them goon rules if you can't beat em then you pop em,    You can't man em then you mop em,    You can't stand em then you drop em,    You pop em cause we pop em like Orville Redenbacher,    Young Money      what the hell does that mean? i mean, every type of music is doin this. even country, like in tobey keith's song, "i aint as good as i once was" he writes: "i aint as good as i once was, but i'm as good once as i ever was" wtf? i miss the good old days when the artist actually made sense
20090220011650AAIXyO5	Entertainment & Music;Music;Lyrics	10 points to the best help/comment (rap lyrics)?	Aint nobody gotta live this life/tears at night...   trapped behind these walls, refrained from the day light...   never seen much but school, sports, and girls...   probation makes it worse, naiive to the whole world...   know ur somethin different, but its hard to discern...   naturally intelligent/a logical learner...   everything is easy to u, harder to others...   and ur talents rise high, ascending way past ya brother's...   thats alot of thoughts, for a dude on his couch...   never gets up, but to put food in his mouth...   not alot happenin, but still his brain is runnin...   kinda like God is tryna tell him that he's sumthin...   destined as a legend wit a notorious name...   drawin mad attention, spittin such glorious flames...   successful, envied and loved/deep, whimsical lyrics...   never could be touched, but 2Pac's came nearest...-
20090220024707AAoKDAv	Entertainment & Music;Music;Rap and Hip-Hop	Easy 10 points, jus be real?	Aint nobody gotta live this life/tears at night...   trapped behind these walls, refrained from the day light...   never seen much but school, sports, and girls...   probation makes it worse, naiive to the whole world...   know ur somethin different, but its hard to discern...   naturally intelligent/a logical learner...   everything is easy to u, harder to others...   and ur talents rise high, ascending way past ya brother's...   thats alot of thoughts, for a dude on his couch...   never gets up, but to put food in his mouth...   not alot happenin, but still his brain is runnin...   kinda like God is tryna tell him that he's sumthin...   destined as a legend wit a notorious name...   drawin mad attention, spittin such glorious flames...   successful, envied and loved/deep, whimsical lyrics...   never could be touched, but 2Pac's came nearest...-         All me, how was it, jus judge it
20090220024832AACOXzS	Entertainment & Music;Music;Lyrics	10 easy points, be real (rap lyrics)?	Aint nobody gotta live this life/tears at night...   trapped behind these walls, refrained from the day light...   never seen much but school, sports, and girls...   probation makes it worse, naiive to the whole world...   know ur somethin different, but its hard to discern...   naturally intelligent/a logical learner...   everything is easy to u, harder to others...   and ur talents rise high, ascending way past ya brother's...   thats alot of thoughts, for a dude on his couch...   never gets up, but to put food in his mouth...   not alot happenin, but still his brain is runnin...   kinda like God is tryna tell him that he's sumthin...   destined as a legend wit a notorious name...   drawin mad attention, spittin such glorious flames...   successful, envied and loved/deep, whimsical lyrics...   never could be touched, but 2Pac's came nearest...-         i wrote this off the dome (unwritten)...jus tell me wut u think about it...judge it but dont be too brutal bout it
