20090306090811AASC6YB	Entertainment & Music;Music;Lyrics	Songs You Can Get Angry At?	Need One So Bad
20090306232610AAUisOI	Entertainment & Music;Music;Other - Music	Whats the name of a song that says "players only love you when they're playing"  its sorta old lol?	N/A
20090306232658AAnURu6	Entertainment & Music;Horoscopes	I am a libra. How can be a relation between Libra woman and Sagittarius man? is it compatible?	N/A
20090307002439AALpISP	Entertainment & Music;Movies	Fear of a Black Hat vs. CB4...Which is Better?	I gotta say Fear.  What you guys think?
20090306233516AASBr1x	Entertainment & Music;Music;Other - Music	What's the name of that new pitbull song? "you know you want me, you know i want 'cha!"?	if ya don't know you must be a lame or something. if you respond back with anything but the correct answer, you might be even lamer. and if you have both the odassity and time to point out my grammatical errors, than you my friend must be a .... NOBODY! thanks for any and all help Yahoo! answers.
20090306234015AADwuY0	Entertainment & Music;Television;Reality Television	Anyone remember the tv show where contestants went to different families houses in a small country town?	The contestants on the show would go with a different family every week. At the end of the week the town would vote for who they wanted to stay in the town. It was on tv a couple of years ago.
20090307004844AAJlQrX	Entertainment & Music;Polls & Surveys	Who thinks dreaming is good or bad?	Hi,i want your opinion on this   -A dream can be good,bad,and both but I'd like to hear your(fellow people) opinions      -Thank you for your future answers and may GOD bless you >.>
20090307001914AAdcIEi	Entertainment & Music;Music;Lyrics	Whats the name of this song?	Lyrics: people killing people dying children hurt and hear them crying...   i cant remember the name and its annoying me -_-;;
20090306234121AAG1RsW	Entertainment & Music;Polls & Surveys	Does this gross you out?	When people die in japan they are cremated and thrown in the ocean. All water is connected in some way so when your swimming in the ocean your swimming with dead people.
20090306234339AAqKHhM	Entertainment & Music;Music;Other - Music	Whats this song in the first minute of this video?	 http://www.supernovatube.com/divxp.php?v... 
20090306234406AAZyM3k	Entertainment & Music;Movies	Photos of The Unborn?	I am doing a slideshow about The Unborn for school, and am searching for photos of The Unborn. So far, I have found some, but am still finding trouble of finding photos in scenes like:      1) When Casey sees the eye doctor   2) When Casey confronts her father about her twin   3) Casey's mother in her dream   etc.      If you could find the following or have a website that has really good photos of movies, please answer.      Thanks in advance!
20090306234648AAwPpIz	Entertainment & Music;Music;Singing	We need a group name because were starting a new singing group? any ideas? keep in mind were all boys!?	N/A
20090306234700AAHIvhA	Entertainment & Music;Comics & Animation	What would happen if Optimus Prime had a green lantern ring?	N/A
20090306234842AAzcJCx	Entertainment & Music;Comics & Animation	Question about Watchman//?	Question About The Movie/Comic Watchman?   After seeing Watchman last night, something seemed a bit askwed with the conclusion. If your not familar with the movie... Adrian, one of the masked villains sets up a plan to blow up half of New York to unite the Soviet Union and The United States to a common enemy. The nuclear talks between united states and the soviet union presented a threat to humanity.      Realistic? A borderline yes. It is too brutal and inhumane to be the best decision. I just wanted some feedback for alternate solutions. I don't disagree with the decision (only if it was the worst case scenario)... but I feel like there was another alternative without killing 3 million innocent people.
20090306234845AAwfoUi	Entertainment & Music;Other - Entertainment	Can you plz tell me your opinion of..?	i am researching the differences in they way we entertain ourselves from earlier generations. i am happy to hear anyones opinions. the main periods i am looking for is between the 50's till now. so if you can think of anything plz let me know. if you don't understand what i mean by entertainment here is a few examples in the 50's movies dances drive-in movies etc. were very popular.
20090306235253AAHfL3T	Entertainment & Music;Celebrities	Capital O-M-G, robert pattison already died? how a sicK joke was tHAT!!!?	...........................
20090306235519AAhHiMI	Entertainment & Music;Music;Other - Music	Any other darks songs similar to the Halloween Theme.?	I absoloutley love the feeling behind the theme for Halloween by John Carpenter. Can you recommend to me any other songs that have the same sort of dark, creepy feel to them? Thanks in Advance.
20090306235545AAyW9uX	Entertainment & Music;Movies	What sims version do i buy to make the movies?	ok what sims game do i buy to make the movies. and which one  will have the cool shirts like from fall out boy and zebra pants and have "scene" hair?
20090307000053AAe33SA	Entertainment & Music;Other - Entertainment	I WANT TO BECOME A FAMOUS TEEN TV STAR?	N/A
20090307000115AAZjAfG	Entertainment & Music;Movies	Top horror movies to rent?	Going out to rent a bunch of movies for a party...prefer 3/4 of them to be horror. (what my friends are into) Ive come up with a small list of some good horror movies that I have seen.      1: The Thing   2: 28 days / weeks later (one of my favorites)   3: Nightmare on Elm Street   4: Hellraisers   5: Halloween   6: Alien (another favorite)   7: Dawn of the Dead   8: The Shining      Could use a few more, Im not going to get all these of course but will decide which to get. Serious answers please.
20090307000155AAzS9iU	Entertainment & Music;Movies	I am trying to burn movie from vuze?	i have downloaded movies from mininova.com to vuze i want to burn it in dvd but it is not going through which software i need to download for this?
20090307000137AAconIQ	Entertainment & Music;Television;Reality Television	How many people do you think Bret Michales has slept with?	N/A
20090307000201AApDfo5	Entertainment & Music;Movies	Stuart Little Movie Song?	in stuart little there is a theme in the scene where he's leaving the littles and going with the other mice that r his fake parents. what is the name of that song? who is the composer?
20090307000203AAbrU9a	Entertainment & Music;Movies	What is the name of the baby that plays the role of krishna in colours?	N/A
20090307000314AAzv5nH	Entertainment & Music;Comics & Animation	Question for Death Note? *Spoilers* It's in episode 35?	Why did Mellow kidnapped Takada? How did he know Takada was the one killing people?
20090307000335AAhJ4lD	Entertainment & Music;Music;R&B & Soul	Wat r some good songs?	N/A
20090307000604AAnH9b4	Entertainment & Music;Music;Country	What is the country song about the old man and the boy?	I don't know that much about it, but i remember it was about an old man, and everyone kept telling him that he was useless, and it brought tears to his eyes? and there was something about a boy in it too. Any suggestions?
20090307001126AAFsaEy	Entertainment & Music;Television;Reality Television	Who got voted of hells kitchen march 5th 2009?	N/A
20090307001602AAL6HAs	Entertainment & Music;Celebrities	Who do you think is a good role model for young girls?	I'm 14 years old, and I know how you have to be your own person, and be unique, and I DEFINETLY want to be that. But it's just nice to have someone to look up to.   Any Ideas?   Thank-you   xx
20090307001851AAWDSqc	Entertainment & Music;Television;Drama	Please Tell me!!!!!Yes or No?	Do you want their should be a relationship(LOVE)between ANAS RASHID(YOUNG PRITHVIRAJ)and SHEETAL DHABOLKAR(YOUNG SANYOGITA)????   IS there anyone who likes this couple???   Is there any way to contact both of them???   If anyone is there ,who is fan of them,then will u be my friend???   Anyone of you likes to imagine a love story (just imagination),I mean,jaise,we'll imagine than someone is hero and someone is heroin and we'll make our own stories???   If yes,please be my friend.....please...   It's my Hobby...   Can anyone help me to make a sweet LOVE STORY?????   Yes OR No?
20090307002046AAo0SaY	Entertainment & Music;Television;Drama	What is the name of the song on TV show "Lie To Me"?	The song plays at the beginning of show.
20090307002646AAoIkDt	Entertainment & Music;Comics & Animation	Is the Hellgirl(Jigoku Shoujo) English Dub any good?	Do they censore any of the "talk" ? I find it important that they don't censore the anime.
20090307002821AAcZIvg	Entertainment & Music;Music;Rock and Pop	Best electric guitar lessons in Toronto?	Anyone have suggestions for the best place to take electric guitar lessons in Toronto, Ontario?      I mainly play rock/metal (muse, radiohead, tool, the mars volta, ac/dc, chicago, cream, led zeppelin, etc. etc.).      I've been playing for a few years, and just looking to learn more advanced theory, and improve my technique.      Thanks.
20090307003544AA4zOAY	Entertainment & Music;Movies	Site for watching online  movies?	N/A
20090307003638AA2esYl	Entertainment & Music;Movies	Do You Get White 3D Glasses When U See The Jonas Brothers 3D Movie?	So i saw pictures of the jonas brothers 3d movie and they had really cool white 3d glasses.was that only for the premire or for all theatres or is it limited theatres???? Cuz I AM NOT paying 5.00 for some ob ebay!!
20090307003857AAaYC9p	Entertainment & Music;Comics & Animation	Does anyone have special abilities like me?	I can do cool stuff like read peoples minds and I was wondering if I wasn't the only one.
20090307003945AAHDCrG	Entertainment & Music;Movies	How is the name of the movie of  the life of vincenzo ferrari?	the name is something like  red something...
20090307004209AAguZKo	Entertainment & Music;Comics & Animation	Where I can watch Kyo Kara  Maoh or God(?)Save Our King  season 3????	where I can watch Kyo Kara Maoh season 3????????????
20090307004628AA5JTC9	Entertainment & Music;Movies	Can I see new movies like Ghajini or delhi 6 online for free?	please tell me the names of sites.
20090307005347AA4UdOl	Entertainment & Music;Movies	Are there any other movies like Devil Wears Prada?	I love these fashion type movies like Confessions of a Shopaholic, The Clique, Clueless, and anything that deals with a lot of fashion and clothes. Could anyone give me titles to a few others similar movie types?
20090307005548AAEAvYi	Entertainment & Music;Music;Other - Music	What is the name of this song?	The lyrics are something like " 123, gonna give it all to me" thats part of it at least.Its a rock song I am pretty sure. They just used it in a beer commercial.
20090307005640AAs1iQ6	Entertainment & Music;Polls & Surveys	Why are so many people upset that Rihanna likes to be treated like a street ho?	N/A
20090307010929AAvBZ2j	Entertainment & Music;Horoscopes	Do they have too many water signs in their birthchart?	 http://www.postmyimage.com/images/images...        http://www.postmyimage.com/images/images...       AND      WHATS your SIGN?
20090307010123AAnCrvb	Entertainment & Music;Music;Rap and Hip-Hop	What is the name of this old school rap song?	the hook goes 'oh LA. californ ia' oh oh oh LA.
20090307010525AAuGDL6	Entertainment & Music;Movies	Can anyone explain "The  Hitcher"?	Ok i just watched the remake of the hitcher [so not a big fan of horror films] but it was actually a pretty good film. The only problem i have is what was the point of it all? Why was he stalking and terrorizing them? He says to the guy 'your a smart kid you can figure it out' when asked why he is doing this, but it is never explained at the end. Did i miss something? Or is there really no point to this film other the kick *** action scenes?
20090307010938AAvwZKx	Entertainment & Music;Television;Reality Television	What is the song on MTV where the lady has all different coloured fluro hands and she signs with them..?	the song is also on a new add with all different celebs faces on it..
20090307011007AAQYEbM	Entertainment & Music;Movies	What does Alice Cullen say when she sees the bad vampires coming? - Twilight?	In the baseball scene in Twilight, Alice has a vision of the bad vampires - Laurent, James, and Victoria- coming, and she says something that sounds like 'sup'   I can't figure out what she's saying, heeeelp!   Thanks,   -A
20090307011112AASNVyO	Entertainment & Music;Celebrities	Who is the father of Susan Sarandon's two kids?	N/A
20090505063519AA1iLLi	Entertainment & Music;Polls & Surveys	Survey : What`s Something That`s Not Going So Well ? !?	N/A
20090505065205AAchcNU	Entertainment & Music;Polls & Surveys	Survey : What`s Something That`s Only ..........  ? !?	For Perverts!         ?
20090505065316AAGiN9m	Entertainment & Music;Polls & Surveys	Survey : What`s Something That`s Not Really Happening ? !?	N/A
20090505081354AA6niAn	Entertainment & Music;Polls & Surveys	Do you know what a Gnostic is?	N/A
20090226200728AA2zgU9	Entertainment & Music;Music;Lyrics	Phil Bensen - A Quick Fix Lyrics?	Does anyone know the lyrics for Phil Bensen's CD "A Quick Fix?"      The track list is:   1.) Summer's Gone   2.) Bruised   3.) F Train to Brooklyn   4.) Rain Cloud   5.) Ancient History      *I have "Bruised" already.
20090226201838AAx8aWU	Entertainment & Music;Music;Lyrics	Does anyone have a good English translation of Kalimba's song Se Te Olvido?	I speak a little Spanish but my translation doesn't seem to do it justice
20090227043917AAjN5lT	Entertainment & Music;Music;Other - Music	Lil Wayne Ft Kevin Rudolf Kiss Remix?	There Is A Lil Wayne Ft Kevin Rudolf Remix On Kiss 100 Radio But I Cannot Find It Anywhere And Would Like To Know The Name ?!?       Pleaseeee Help      x
20090227053141AAKJOOI	Entertainment & Music;Polls & Surveys	Who knows AMY GODWIN?	I LOVE HER SO MUCH...(I know this is such a pussy thing to do,,but yeah,,,,I REALLY DO LOVE HER) can't help it....
20090227063919AAwL4Cx	Entertainment & Music;Music;Other - Music	Does anyone know this song?	i visited a random website and heard this beautiful song      but i dunno the title and the language      Some parts the lyrics are in English though      Anyway the music is so good, can anyone please tell me the title?
20060727221729AAp1zch	Entertainment & Music;Music	What does "Lonliest Day" by SOAD sound like?	My friend posted this same question but nobody really answered it.      The guitar in "Lonliest Day" by SOAD sounds very familiar. Anybody know of any other song that it sounds like?
20060822203950AAMZceS	Entertainment & Music;Movies	I need to find a movie?	how do u spell jumanji or sumtin like dat u noe the movie about a board game that becomes real
20061029223632AAvbcAE	Entertainment & Music;Music	Anyone know this Tupac remix, please help me out a bit?	My brother is searching for a Tupac remix.  The original song was off of the Me Against the World Album called Can U Get Away.  Now he is looking for a remix.  Can U Get Away Abatino Remix, but I can't find it anywhere.  He heard it on the radio.  Anyone know anything about this?  Anyone who has any info on that would be of great help.  Thanks a lot all.  I appreciate it.
20061108120931AAxF5Bm	Entertainment & Music;Movies	Where to watch Devdas?	Does anyone know where I can watch Devdas online? If not watch, then a site to download it.
20070126152822AAUJcf2	Entertainment & Music;Music	Who thinks that justin timberlake sings like a girl?	N/A
20070205150104AATZKRz	Entertainment & Music;Celebrities	Gostaria de saber se só eu q n?o gosto do Alberto, Ana e Airton, além claro do mala do Felipe BBB?	Perguntas sobre BBB.
20070214152228AAYtASL	Entertainment & Music;Music	Eu toco viol?o e guitarra e quero tocar wave de Tom Jobim é muito dificil???	olaaaaaaaaaaaaaaaaa
20070225193410AAiJXiO	Entertainment & Music;Television	Na sua opiniao quem vai sair neste paredao? (Siri X Alemao)?	Quem vai embora da casa?   Siri X alemao
20070225225922AAQ5H6W	Entertainment & Music;Movies	Opinion needed?????????????	who here loves the movie "Borat......."!!        If you do? you should wath "ALG inda house"
20070413213332AAVxr3X	Entertainment & Music;Movies	Ringtone On Disturbia Plz?	I want to know the ringtone that kales(the guy on house arrest) that played on the movies   thanks
20070605111606AABYldP	Entertainment & Music;Polls & Surveys	If congress approves amnesty for illegal aliens, will the majority of Americans become Catholic?	All the latinos from Tijuana to Argentina would prefer to live in America, but they're afraid of being caught and sent back. If we can assure them that they will be forgiven for breaking our immigration laws, + will become American citizens + voters, Enough Catholics will move to America that the majority of voters will be Catholic. If they all vote for the people the pope tells them to vote for, can the poe use this power to bring morality back to America?
20070607225841AAEdrvs	Entertainment & Music;Celebrities	Is snoop dawg and nick cannon  related?	N/A
20070626023526AA2RH17	Entertainment & Music;Celebrities	Do you know on a personal level a celebrity?  How... through school, work, or where?	I went to school with severel celebs... dated one of them.... glad I am not with them!  What's yoru story?
20070626030621AANMnwa	Entertainment & Music;Polls & Surveys	Are you good at admitting that you are in the wrong?	N/A
20070720050835AA4D88o	Entertainment & Music;Polls & Surveys	Did any of you ever used to watch beast wars?	I used to love that show.
20070724213418AAK1zCv	Entertainment & Music;Polls & Surveys	Would you dive into an undertoe for $1 million without any equipment?	N/A
20070731141853AAuDYwB	Entertainment & Music;Music;Other - Music	What song brings back your memories of your teen years..>>?	tell me. and why?
20090107130638AAQpoT8	Entertainment & Music;Polls & Surveys	Who loves oranges, but hates having to peel them?	N/A
20090307141018AAs4lB7	Entertainment & Music;Music;Rock and Pop	Do you ever enjoy listening to songs in languages you don't understand?	If so, do you have any links that you can post for them?
20090307114556AApvCsz	Entertainment & Music;Music;Singing	What pop/popular songs could my high school choir do for the next concert?	My teacher allows us to suggest songs to do for the concert. This spring it's gonna be pop songs. Which ones could we do for our concert? Thanks!
20090307142923AAfdX1S	Entertainment & Music;Music;Rap and Hip-Hop	This is the Greatest rap song ever!?	 http://www.youtube.com/watch?v=Z0DUFjcHG... 
20090307142548AAhRJ3l	Entertainment & Music;Music;Rock and Pop	What do you think of the lastest Cure album?	I've bought every album.  I just don't listen to this one.  That and Wild Mood Swings.
20090307140825AAyCO3l	Entertainment & Music;Music;Rock and Pop	Write A Review For An Album Of Your Choosing #2?	Go on.         uhh, library
20090307124143AAxdn0h	Entertainment & Music;Music;Rock and Pop	Noise Song For Saturday #109 (..................d.......)?	Sorry, but, I have the urge to display something by Wolf Eyes. Sure, many of their titles suggest that they are a baby-eating, church burning metal band; however, they are not, they just need a bit of love. Like a grown Black Dice they make soothing music. Buzzing. Fuzzy. Boom! This music, if you call it that, may scare a few into hiding. They may run to a closet or find the nearest bridge, Or get under a bed. Call it whatever you want, I don't care. Call it crucify. Call it paper. Call it phone. Call it tree. Call it melancholy and the works. Call it not. Call it sleepy. Call it music.       http://www.imeem.com/jukeboxmusic8/music...       So...?      I am expecting some crazy, good, creative answers.
20080214235540AACi5Eq	Entertainment & Music;Polls & Surveys	The dogs, the dogs on this street howl.....?	Man, I ain't a poet.   No , I'm a man.   Take a knife and    cut this pain from my heart.   What kinda man am I?   What is my name?
20090107113452AACbNxj	Entertainment & Music;Polls & Surveys	POLL: are you a righty or a lefty when you cut people?	N/A
20090307122151AAZEgpW	Entertainment & Music;Television;Drama	What teen issues has Degrassi: TNG not covered yet?	I'd like to see gay rape, incest, a bomb threat, binge eating disorder, smoking...any other you wanna see?       and if u don't watch the show.....well u should.
20090104110253AAbnCtu	Entertainment & Music;Polls & Surveys	Out of these bands what 1 is ur fave?	alesana   fall out boy   cobra starship   from first to last   panic at the disco
20090307125412AA2GS6m	Entertainment & Music;Music;Rock and Pop	Rock & Pop, should I trade in my Electric Guitar? Guitar Center?	it is a like $700 strat. no good for metal.      i bought it there a few months ago, it looks good as new if cleaned. i want the ESP KH-202 (kirk hammett). my friend has it, its fast. and about $400. so how much would Guitar Center give for my guitar?
20090307132013AACy7Zz	Entertainment & Music;Music;Rock and Pop	Who would you rather make mad passionate love to, michael jackson or tito jackson?	your call hoss
20090307122244AApJ5Vv	Entertainment & Music;Music;Rock and Pop	Do you think it's *weird*...?	....for an almost 53 year old to go to a Slipknot concert?      Be honest.      It could be age issues or self-image issues or any number of issues :P    But whatever.      I don't think I need "encouragement" because either way, I'm d*mn well going to do whatever it is I *want* (within reason blah blah) and that I *can*. So... I think it's more about not wanting to feel like a weirdo. Not overwhelmingly worried about what the world thinks of me, but 'uncomfortable' or 'out of place' wouldn't feel too good, either.      Personally, I think I would get an occasional quizzical look and nothing more. And there are a lot of us who grew up on rock and roll and will be rocking into our graves (not to go all goth on ya... ;-) but yeah. Just wondering.    Thanks
20090307141016AADRdJ3	Entertainment & Music;Music;Rap and Hip-Hop	.....Who ripped this more?	No one really answered this question....       http://answers.yahoo.com/question/index;...       RHH2: Song that represents what you're going to do tonight?      Mine:    http://www.youtube.com/watch?v=9B2C1HNJU... 
20090307112144AAVRboU	Entertainment & Music;Music;Rap and Hip-Hop	.......Who ripped this more?	 http://www.youtube.com/watch?v=pt-Tg57mt...       Ill Poetic on the beat or Illogic on the lyrics?
20090307132955AA3Bsbx	Entertainment & Music;Music;Rock and Pop	RnP! Whos the least important..?	Whos the least important person in your favourite band? As in, if this person left the band, the band would still be pretty good. Now, I bet you might think you need every single person, but if you had to pick one, which would be best to part with?      BQ1: Whats your favourite brand of guitar?   BQ2: I wanna get my hair cut into full bangs. xD Should I? xD I'm bad with small desicions.   BQ3: Whats a band that has at least 3 letters of your yahoo name in their name?   BQ4: How many instruments do you own? [If any xD]   BQ5: Favourite eye colour?
20090307125343AAu2jEo	Entertainment & Music;Television;Reality Television	Are you happy with American Idol's top 13 this year?	If you don't like someone, who would you have liked instead?   I like almost all of them. Not so much Megan and I really had   hoped Kristin made it. Too bad.    Anyway, thanks for answering.
20090307120117AA7KyvR	Entertainment & Music;Music;Rock and Pop	Have you heard of this band?	Genghis Tron?      if not, what do you think of them? here is my favorite song by them.     http://www.youtube.com/watch?v=GMJWgInNE...       if so, whats your favorite song by them? and what are some toher bands like them?
20090109154125AA3PrK1	Entertainment & Music;Polls & Surveys	What came first, the chicken or the egg?	Yeah who cares anyways LOL   So how do you become friends with a random guy whos like 2 years older than you (maybe) and him and his friends are always around your locker area. Like I can't just go up to him and be like hey hows it going i'm gagan blah blah with all his friends there. Well I can but I dont have the guts. What can someone like me with barely any guts and the tendancy to be over look conscious at moments like these and maybe mess up a little do? How would you deal with such a thing?      (So this techinally does belong in polls and surveys!! )
20090307121629AAMWxPa	Entertainment & Music;Television;Reality Television	Who are your favorite American Idol contestants this year?	 http://www.americanidol.com/contestants/...       Well... I'll just list from my MOST favorite to LEAST favorite. You can do the same. I'm very interested to see what you guys think.      Well, my obvious top 3 are:      Allison, Adam, and Megan. Allison has an amazing voice and is really cute and fun. Adam's voice is really amazing, I love it. And Megan is hot and her voice is very unique. I love them all equally! =)      Now, I'll put the remaining 10 in order from most to least favorite:      1. Lil   2. Danny   3. Alexis   4. Anoop   5. Scott   6. Matt   7. Jorge   8. Kris   9. Micheal   10. Jasmine      Some are questionable, I mean some are like equal but yeah, that's about what I think is right for me. You?      You can just name top 3, it doesn't matter you lazys. :P
20090107130418AAcZOtY	Entertainment & Music;Polls & Surveys	If You Had to Pick ONE SONG......?	as the ALL TIME WORST which one would it be??      personally, nothing says torture like the song '' love shack '' by the B-52's, lol
20090307123054AA3XyMo	Entertainment & Music;Television;Reality Television	Whos your favorite american idol contestant this season?	N/A
20090307131540AA3VT9f	Entertainment & Music;Music;Rap and Hip-Hop	What is the first rap/hip hop song you liked?	N/A
20090307124000AADh8tW	Entertainment & Music;Music;Country	What is the story behind this  song?	What is the story behind Alan Jackson's "sissy's song"
20090307133143AAf6JST	Entertainment & Music;Music;Rap and Hip-Hop	Random Questions: Ranting and Randomness Edition?	I will mention one or more Singers/Musicians/Artists (non RHH) and you will associate one Hip Hop artist per question.      1. Bob Marley?      2. Thelonious and Dizzie?      3. Bobby and Whitney?      4. Celine Dion?      5. Elvis Presley?      6. Johnny Cash?
20090307123102AAfayhd	Entertainment & Music;Music;Rock and Pop	Any idea why Paul is barefoot on the cover of Abbey Road?	I just noticed this for the first time today actually. I'm intrigued lol. Enlighten me R&P. :)
20090307115318AAaVHub	Entertainment & Music;Music;Rap and Hip-Hop	What's up Dre? Where's the originality?	years ago:   Aesop Rock & Del- Preservation (prod. RZA)    http://www.youtube.com/watch?v=9rj5ehxuR...       new-ish:   Eminem- Crack A Bottle (ft. Dr. Dre and 50 Cent)    http://www.youtube.com/watch?v=6ymNwsg2T...       Do you think great minds think alike, or does Dr. Dre listen to Del in his free time? Either would be cool to me.       And I'm not even proposing this question for ya'll to bash Eminem's song, because even though it's kindof an Em-single song, I think it's alright. The way he says "Tahooe" makes me laugh everytime. If I had to pick one I'd rather jam too, I'd probably go with Eminem's song. Dre's production on top of the (*cough* stolen) sample is still supurb.
20090307124342AAlxbHx	Entertainment & Music;Music;Rock and Pop	Is Aerosmith the best American rock band of all time?	Explain, and if your answer is no, say who is the best.
20090307131407AAv3IBt	Entertainment & Music;Music;Rock and Pop	What bands do you think are grindcore?	I've seen alot of modern bands being labeled grindcore lately.  To me, grindcore is Napalm death, early Carcass, Terrorizer or bands along those lines.       http://www.youtube.com/watch?v=esgh_tyH3...     http://www.youtube.com/watch?v=DgwjrDXJe...       Now I see bands like Job for a Cowboy, Bring me the Horizon or Suicide Silence also being lumped under that name.       http://www.youtube.com/watch?v=IeZIfbPKz...     http://www.youtube.com/watch?v=ZJJrIQsCT...       now, grindcore has never been my top genre of choice, but I do listen to the bands like napalm death occasionally.  So, my question is has grindcore progressed to this newer style or have these bands just mislabeled?      MQ:  Napalm death or Job for a Cowboy?
20090221175225AAYVOuH	Entertainment & Music;Polls & Surveys	Do you ever feel like screaming?	Out of anger and frustration.
20090307141228AAEx7s0	Entertainment & Music;Radio	When is Radio Bam on XM Sirius?	I caught the show a couple times by accident, just flipping thru the XM Sirius channels, but kept forgetting to write it down. when is it on?
20090307120440AANIjBJ	Entertainment & Music;Music;Rock and Pop	Where can i buy Beatles sheet music?	for flute, besides online. i'm looking for a book for Beatles songs that is written for flute. thanks!
20090307113224AAjB85X	Entertainment & Music;Music;Rock and Pop	Is there a paramore album with decode AND caught myself on it? (the same album)?	N/A
20090307114940AAmyN8p	Entertainment & Music;Music;Rock and Pop	What's your favourite Velvet Underground album?	That isn't The VU & Nico.       Why?       Thanks :)
20090307115919AAJycsS	Entertainment & Music;Music;Rock and Pop	The worst album _____ ever?	Worst album cover, title, and overall album.
20090307142942AAPf73p	Entertainment & Music;Music;Rock and Pop	How did Michael Jackson become so famous and sold so many records with such little material?	I mean if you look at his discography it's not that extensive. He was not one of those artists who release an album every 2 years or so for decades. He only released 6 albums with new songs in his entire solo career and sold 750 million units worldwide.
20071031053342AAOmBok	Entertainment & Music;Music;Other - Music	La canzone di 3msc?	quella che fa "i can flyyyyyyyyyyyyy...."? chi me la passa? devo fare una sorpresa in ufficio .... mi aiutate a fare bella figura?grazie 1000
20080215002310AA6IUIm	Entertainment & Music;Polls & Surveys	Have you ever been on a Troll boat?	N/A
20070905114019AASiAHS	Entertainment & Music;Polls & Surveys	Cual es la inicial de tu amor???	N/A
20090307130320AAMrlTr	Entertainment & Music;Television;Drama	Can anybody tell me the name of this show?	I don't remember much about it but...   About a year ago it aired on The-N.   It was about a girl who had no parents and she just started going to college.   In one episode, her and some friends got drunk and were playing around on the roof, and one guy was walking on the edge and he fell off and died.         I dont' remember the name of it, do you? Please answer.
20071214095420AAQlXwR	Entertainment & Music;Music;Other - Music	Aiutatemi con il titolo di un video+canzone recente... è facile...?	 http://it.youtube.com/watch?v=sAIOLW1f6W... 
20090307123600AA6ffMr	Entertainment & Music;Music;Rap and Hip-Hop	Who is your favorite female mc/rapper?	my current favorite is Amanda Diva.      But I still think Lauryn Hill is my all time favorite.      What are your's & why do you think females (besides lil mama) never really break mainstream or get the respect the male rappers do?
20090307112542AAUDwKI	Entertainment & Music;Television;Other - Television	On Ugly Betty, did Wilhelmena kill Amanda's mom?	I didn't start watching it until last summer ('08) What is the story with Amanda's mom? Please give me as many details as possible.      Thanks :)
20090307125858AA8cWfp	Entertainment & Music;Music;Rock and Pop	What other bands would i like? (rock etc..)?	Currently i like -       Fall Out Boy, Paramore, Kings Of Leon, Hey Monday, Kids In Glass Houses, Foo Fighters, Good Charlotte, Linkin Park, Muse, The Kooks, The Killers, The Pidgeon Detectives, Slipknot, My Chemical Romance, Lost Prophets, Panic! at the Disco, Pink Floyd, Boys Like Girls, Green Day..    and well.. lots more..      Its mostly rock, alternative rock, punk, indie, heavy metal, emo, and stuff like that...       THANKS FOR ANY HELP!!
20090307125113AAo2h8a	Entertainment & Music;Television;Reality Television	DOI : Oh lookie here ..?	Looks like we could have many a happy viewers tomorrow night       http://www.digitalspy.co.uk/dancingonice...       Colleen could be leaving as she has maybe fractured her wrist ..      So are we happy or annoyed ??
20080202220502AAJ5wTZ	Entertainment & Music;Polls & Surveys	Does being alone and feeling loneliness bliss to you?	N/A
20090109150430AAmydJy	Entertainment & Music;Polls & Surveys	Anyone else think The Beatles are overrated?	I like some of their tunes, I know their legends but I do think they're overrated, they have some really good songs, kind of slow but still good. I'm not saying I hate them I DO NOT hate The Beatles I just prefer other bands to them, although some people may find the bands I like overrated, unlikely though lol :P      So Questions:       1. Do you find The Beatles overrated?      2. Who was Your Favourite Member?      3. What was your favourtie song?      I'm looking for over 100(0) answers at least!, the extra 0 is up to you lol.
20090307133814AAo1S8n	Entertainment & Music;Television;Reality Television	Kanye West and Kelly Clarkson to perform on American Idol. Will you be watching?	Remember Kanye defended Chris Brown and his violent actions against Rihanna.
20090307133055AAs41f8	Entertainment & Music;Music;Rock and Pop	R&P: Who would you rather make mad, passionate love to?	An EPIC battle of the ROCK GODS      SYD BARRETT  *or*  JIM MORRISON  ?????      who wins between the sheets?   your call R&P.....      have fun!
20080127195752AAK653b	Entertainment & Music;Polls & Surveys	What happend...?	What happend...?   in the book "Phantom Tollbooth"      what are some major events that happened...?
20090307120224AAt7ZkA	Entertainment & Music;Music;Rap and Hip-Hop	Time passes, things change?	Where is all the old users? Mechanical, Angel where is everyone?    I understand that I haven't been here in a year or so but has it all gone commercial? I used to love it here....
20090307130758AACMnoO	Entertainment & Music;Music;Rock and Pop	Did anyone else have the biggest crush on David Bowie in Labyrinth as a kid, or was it just me?	Well, considering I was about five years old the first time I saw it ..... :P but seriously! That was one of my all time favorite movies to watch as a kid. Does anyone else remember it? I think it was released in the mid-80s or something like that. What were your favorite songs from it?      I LOVED "Magic Dance", I used to rewind the VCR over and over to hear it. :D    http://www.youtube.com/watch?v=DjoYzLBp3...       The intro to the movie always thrilled me too.    http://www.youtube.com/watch?v=HxE9zEnNM...       And I MUCH preferred the scene with "As The World Turns" to any Disney princess song!    http://www.youtube.com/watch?v=VppuD1St8...       Of course, this song near the end was so tragic, I always had tears in my little 6 year old eyes. :P    http://www.youtube.com/watch?v=pQaNfeBoo...          Thoughts? Did anyone else watch this movie as a kid?
